_id,title,instructor,level,songs,videoUrl,thumbnailSlug
5f0bcb7cad9b2a576eb10165,Grapevine,Brandon BeastBoi Juezan,Beginner,"Ain't Gonna Hurt Nobody",https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-1.jpg
5f0bcb7cad9b2a576eb10166,Humpty Dance,Brandon BeastBoi Juezan,Beginner,Humpty Dance,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-2.jpg
5f0bcb7cad9b2a576eb10167,Biz Markie,Brandon BeastBoi Juezan,Beginner,Make The Music,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-3.jpg
5f0bcb7cad9b2a576eb10168,Ned Flanders - MadeinTYO,Carlo Darang,Advanced,Ned Flanders,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-2.jpg
5f0bcb7cad9b2a576eb10169,Swagg Bouncee,Lil Rich Swagg,Beginner,Throw It Back,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-1.jpg
5f0bcb7cad9b2a576eb1016a,House Roger Rabbit,Tony Ray,Beginner,Tonight We Ride,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-3.jpg
5f0bcb7cad9b2a576eb1016b,Right On - Ben Hauke,Tony Ray,Intermediate,Tech This Out Pt. 1,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-1.jpg
5f0bcb7cad9b2a576eb1016c,House Warmup,Tony Ray,Beginner,Right On,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-2.jpg
5f0bcb7cad9b2a576eb1016d,CLONES - Tierra Whack,Josh Price,Advanced,CLONES,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-3.jpg
5f0bcb7cad9b2a576eb1016e,Back By Poppers Demand Part III,Slim Boogie,Intermediate,Back By Poppers Demand - Part 3,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-2.jpg
5f0bcb7cad9b2a576eb1016f,Back By Poppers Demand Part I,Slim Boogie,Intermediate,Back By Poppers Demand - Part 1,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-1.jpg
5f0bcb7cad9b2a576eb10170,Juicy - Doja Cat,David Lee,Intermediate,Juicy,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-3.jpg
5f0bcb7cad9b2a576eb10171,Suge - DaBaby,David Lee,Beginner,Suge,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-1.jpg
5f0bcb7cad9b2a576eb10172,Grove St. Party - Waka Flocka,David Lee,Intermediate,Grove St. Party,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-2.jpg
5f0bcb7cad9b2a576eb10173,Rhythm & Musicality 1,Jessie Ma,Beginner,ATM (Clean),https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-3.jpg
5f0bcb7cad9b2a576eb10174,Rhythm & Musicality 2,Clay Boonthanakit,Intermediate,Hallucinations,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-1.jpg
5f0bcb7cad9b2a576eb10175,10 Bands - Joyner Lucas,Brandon BeastBoi Juezan,Intermediate,10 Bands,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-2.jpg
5f0bcb7cad9b2a576eb10176,All About The Benjamins - Bad Boy,Brandon BeastBoi Juezan,Intermediate,All About The Benjamins,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-3.jpg
5f0bcb7cad9b2a576eb10177,Slide - H.E.R.,Bianca Vallar,Beginner,Slide,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-2.jpg
5f0bcb7cad9b2a576eb10178,8 Min Hip Hop Groove Session,Brandon BeastBoi Juezan,Beginner,Hip Hop Hooray The Learning,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-1.jpg
5f0bcb7cad9b2a576eb10179,Motivation - Normani,Bianca Vallar,Beginner,Motivation,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-3.jpg
5f0bcb7cad9b2a576eb1017a,Minute Man - Missy Elliot,Bianca Vallar,Intermediate,Minute Man,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-1.jpg
5f0bcb7cad9b2a576eb1017b,MIRO - Hoody,Tony Ray,Intermediate,MIRO,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-2.jpg
5f0bcb7cad9b2a576eb1017c,House Sidewalk,Tony Ray,Intermediate,Dont You Ever Wonder Why,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-3.jpg
5f0bcb7cad9b2a576eb1017d,House Shuffle,Tony Ray,Intermediate,My Joy,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-1.jpg
5f0bcb7cad9b2a576eb1017e,New School Era Moves,Tango Leadaz,Beginner,"Ohh Lala La,Snapping,Dumpling",https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-3.jpg
5f0bcb7cad9b2a576eb1017f,Middle School Era Moves,Tango Leadaz,Beginner,Day Rave Riddim,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-2.jpg
5f0bcb7cad9b2a576eb10180,Gangsta Poplock - West Coast Stone,Dnoi,Beginner,Gangsta Poplock (feat. Brass Hogg),https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-2.jpg
5f0bcb7cad9b2a576eb10181,Dreamer - The B. B. & Q. Band,Dnoi,Intermediate,Dreamer - Full Length Mix,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-3.jpg
5f0bcb7cad9b2a576eb10182,Hot Shower - Chance The Rapper (Clean),Brandon BeastBoi Juezan,Intermediate,Hot Shower,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-1.jpg
5f0bcb7cad9b2a576eb10183,Government (Follow the Leader),Tango Leadaz,Beginner,Jonkanoo Riddim,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-1.jpg
5f0bcb7cad9b2a576eb10184,Old Songs,Brandon BeastBoi Juezan,Beginner,"Get It Shawty,Lost Ones",https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-2.jpg
5f0bcb7cad9b2a576eb10185,New Songs,Brandon BeastBoi Juezan,Beginner,"It's A Vibe,Tints",https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-3.jpg
5f0bcb7cad9b2a576eb10186,Pas De Bourree,Alex Swift Almaraz,Beginner,Sun Rise (Atjazz Remix),https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-1.jpg
5f0bcb7cad9b2a576eb10187,Chase + Loose Leg,Alex Swift Almaraz,Beginner,Deep (Raw Mix),https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-2.jpg
5f0bcb7cad9b2a576eb10188,Sidewalk,Alex Swift Almaraz,Intermediate,Starships Demise,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-3.jpg
5f0bcb7cad9b2a576eb10189,Rhythm & Musicality 3,Julian Sena,Intermediate,The Night,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-2.jpg
5f0bcb7cad9b2a576eb1018a,Footwork 3,Julian Sena,Intermediate,Money In The Grave,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-1.jpg
5f0bcb7cad9b2a576eb1018b,Rhythm & Musicality 4,Julian Sena,Intermediate,Impatient,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-3.jpg
5f0bcb7cad9b2a576eb1018c,Highest in the Room - Travis Scott,David Lee,Intermediate,HIGHEST IN THE ROOM,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-2.jpg
5f0bcb7cad9b2a576eb1018d,BOP - DaBaby,David Lee,Intermediate,BOP,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-1.jpg
5f0bcb7cad9b2a576eb1018e,That Evo Funk - Dr. Evo,Breeze Lee,Intermediate,That Evo Funk,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-2.jpg
5f0bcb7cad9b2a576eb1018f,Westcoast Wednesday - Dr. Evo,Breeze Lee,Beginner,Westcoast Wednesday (feat. OhGoshLeotus),https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-1.jpg
5f0bcb7cad9b2a576eb10190,Musicality - Popping Rhythms,Breeze Lee,Intermediate,Boogaloo Blues,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-3.jpg
5f0bcb7cad9b2a576eb10191,He Diddy! - Ski Mask The SlumpGod,Julian DeGuzman,Advanced,He Diddy!,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-3.jpg
5f0bcb7cad9b2a576eb10192,Slide - H.E.R.,Nicole Kirkland,Advanced,Slide,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-1.jpg
5f0bcb7cad9b2a576eb10193,Row The Boat,Jason Facey,Beginner,Row Like A Boat,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-2.jpg
5f0bcb7cad9b2a576eb10194,Pon De River,Jason Facey,Beginner,Pon De River Pon De Bank,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-3.jpg
5f0bcb7cad9b2a576eb10195,Congrats,Jason Facey,Beginner,Rock & Dip,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-1.jpg
5f0bcb7cad9b2a576eb10196,White Glide,Tango Leadaz,Intermediate,When We Party,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-2.jpg
5f0bcb7cad9b2a576eb10197,MVP,Tango Leadaz,Intermediate,MVP,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-3.jpg
5f0bcb7cad9b2a576eb10198,Saucy,Tango Leadaz,Beginner,Di Sauce,https://www.youtube.com/watch?v=YE7VzlLtp-4,class-thumbnail-1.jpg
